drugbank_id,drug_name,normalized_name,drug_type,groups,is_approved,is_investigational,synonyms,target_genes,target_gene_count,drugbank_smiles,has_lincs_match,lincs_pert_id,lincs_pert_iname,lincs_signature_count,lincs_cell_count,lincs_canonical_smiles,canonical_smiles,target_overlap_genes,target_overlap_count,target_overlap_weight,target_overlap_norm,lincs_support_norm,target_overlap_count_norm,target_overlap_density,target_overlap_density_norm,specific_overlap_norm,approval_bonus,smiles_bonus,fibrosis_priority_overlap_count,fibrosis_priority_overlap_norm,broad_target_penalty,mineral_keyword_penalty,inorganic_like_penalty,broad_chemistry_penalty,pseudo_label_score,pseudo_label_rank,disease_gene_panel_size,disease_gene_panel_top10,label_source,study_objective,pred_accessioncv,pred_randomcv,consensus_model_score,consensus_model_rank,consensus_model_norm,pseudo_label_norm,translation_readiness_score,final_rerank_score,final_rerank_rank,support_note
DB16836,Vitexin,vitexin,small molecule,experimental,0,0,Apigenin 8-C-glucoside|Vitexin,,0,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=C(O)C=C(O)C2=C1OC(=CC2=O)C1=CC=C(O)C=C1,1,BRD-A41941932,vitexin,19,13,OC[C@H]1OC([C@H](O)[C@@H](O)[C@@H]1O)c2c(O)cc(O)c3c(=O)cc(oc23)c4ccc(O)cc4,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=C(O)C=C(O)C2=C1OC(=CC2=O)C1=CC=C(O)C=C1,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2770,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.1132845266657668,0.1132845266657668,0.1132845266657668,2745,0.40253397774839117,0.1959508201924337,0.08334892231059807,0.24187821629314227,2732,LINCS
DB17025,Diphenyleneiodonium,diphenyleneiodonium,small molecule,experimental,0,0,Dibenziodolium|Diphenyleneiodonium,,0,[I+]1C2=CC=CC=C2C2=C1C=CC=C2,1,BRD-K65814004,diphenyleneiodonium,19,13,[I+]1c2ccccc2-c2ccccc12,[I+]1C2=CC=CC=C2C2=C1C=CC=C2,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2771,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.1132845266657668,0.1132845266657668,0.1132845266657668,2746,0.40253397774839117,0.1959508201924337,0.08334892231059807,0.24187821629314227,2733,LINCS
DB17027,GBR-12783,gbr 12783,small molecule,experimental,0,0,,,0,[H]\C(CN1CCN(CCOC(C2=CC=CC=C2)C2=CC=CC=C2)CC1)=C(\[H])C1=CC=CC=C1,1,BRD-K92015269,GBR-12783,19,13,C(CN1CCN(C\C=C\c2ccccc2)CC1)OC(c1ccccc1)c1ccccc1,[H]\C(CN1CCN(CCOC(C2=CC=CC=C2)C2=CC=CC=C2)CC1)=C(\[H])C1=CC=CC=C1,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2772,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.1132845266657668,0.1132845266657668,0.1132845266657668,2747,0.40253397774839117,0.1959508201924337,0.08334892231059807,0.24187821629314227,2734,LINCS
DB19359,Hydrastinine,hydrastinine,small molecule,experimental,0,0,"1-hydroxy-6,7-methylenedioxy-2-methyl-1,2,3,4-tetrahydroisoquinoline|1,3-dioxolo(4,5-g)isoquinolin-5-ol|5,6,7,8-tetrahydro-6-methyl-1,3-dioxolo(4,5-g)isoquinolin-5-ol",,0,CN1CCC2=CC3=C(OCO3)C=C2C1O,1,BRD-K92726801,hydrastinine,19,13,C[N+]1=Cc2cc3OCOc3cc2CC1,CN1CCC2=CC3=C(OCO3)C=C2C1O,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2773,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.1132845266657668,0.1132845266657668,0.1132845266657668,2748,0.40253397774839117,0.1959508201924337,0.08334892231059807,0.24187821629314227,2735,LINCS
DB20019,Flurofamide,flurofamide,small molecule,experimental,0,0,Flurfamide|Flurofamide,,0,NP(N)(=O)NC(=O)C1=CC=C(F)C=C1,1,BRD-K67445247,flurofamide,19,13,NP(N)(=O)NC(=O)c1ccc(F)cc1,NP(N)(=O)NC(=O)C1=CC=C(F)C=C1,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2774,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.1132845266657668,0.1132845266657668,0.1132845266657668,2749,0.40253397774839117,0.1959508201924337,0.08334892231059807,0.24187821629314227,2736,LINCS
DB20707,Securinine,securinine,small molecule,experimental,0,0,(-)-securinine|L-securinine|Securinan-11-one|Securinin|Securinine,,0,[H][C@]12CCCCN1[C@H]1C[C@@]22OC(=O)C=C2C=C1,1,BRD-A25775766,securinine,19,13,O=C1OC2(C[C@H]3C=CC2=C1)[C@H]4CCCCN34,[H][C@]12CCCCN1[C@H]1C[C@@]22OC(=O)C=C2C=C1,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2775,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.1132845266657668,0.1132845266657668,0.1132845266657668,2750,0.40253397774839117,0.1959508201924337,0.08334892231059807,0.24187821629314227,2737,LINCS
DB01578,Metrizamide,metrizamide,small molecule,experimental,0,0,Metrizamida|Metrizamide|Metrizamidum,,0,CN(C(C)=O)C1=C(I)C(C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO)=C(I)C(NC(C)=O)=C1I,1,BRD-A45543382,metrizamide,19,8,CN(C(C)=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c1I,CN(C(C)=O)C1=C(I)C(C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO)=C(I)C(NC(C)=O)=C1I,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2753,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.11326963971709286,0.11326963971709286,0.11326963971709286,2751,0.40251406668406103,0.1959508201924337,0.08334892231059807,0.24187025186741018,2738,LINCS
DB13661,Niridazole,niridazole,small molecule,experimental,0,0,Niridazol|Niridazole|Niridazolum,,0,[O-][N+](=O)C1=CN=C(S1)N1CCNC1=O,1,BRD-K53123955,niridazole,19,8,[O-][N+](=O)c1cnc(s1)N1CCNC1=O,[O-][N+](=O)C1=CN=C(S1)N1CCNC1=O,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2761,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.11326963971709286,0.11326963971709286,0.11326963971709286,2752,0.40251406668406103,0.1959508201924337,0.08334892231059807,0.24187025186741018,2739,LINCS
DB05766,Norclozapine,norclozapine,small molecule,investigational,0,1,Demethylclozapine|Desmethylclozapine|N-Desmethylclozapine,CHRM1|DRD2|DRD3,3,ClC1=CC=C2NC3=C(C=CC=C3)C(=NC2=C1)N1CCNCC1,1,BRD-K10042277,desmethylclozapine,19,13,Clc1ccc2Nc3ccccc3C(=Nc2c1)N1CCNCC1,ClC1=CC=C2NC3=C(C=CC=C3)C(=NC2=C1)N1CCNCC1,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2716,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.11325904058379338,0.11325904058379338,0.11325904058379338,2753,0.40249989050668644,0.1959508201924337,0.08334892231059807,0.2418645813964604,2740,"investigational, LINCS"
DB12327,Salvinorin A,salvinorin a,small molecule,investigational,0,1,Salvinorin A,OPRD1|OPRK1|OPRM1,3,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@@H](C[C@]21C)C1=COC=C1,1,BRD-K19284129,salvinorin-a,19,13,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@@H](C[C@]21C)c1ccoc1,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@@H](C[C@]21C)C1=COC=C1,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2720,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.11325904058379338,0.11325904058379338,0.11325904058379338,2754,0.40249989050668644,0.1959508201924337,0.08334892231059807,0.2418645813964604,2741,"investigational, LINCS"
DB14043,Palmidrol,palmidrol,small molecule,investigational|nutraceutical,0,1,Hydroxyethylpalmitamide|Monoethanolamine palmitic acid amide|N-(2-Hydroxyethyl)palmitamide|N-hexadecanoylethanolamine|N-palmitoylethanolamine|Palmidrol|palmidrolum|Palmitamide MEA|Palmitic acid monoethanolamide|Palmitinsaeure-beta-hydroxyethylamid|Palmitoyl ethanolamide|Palmitoyl-EA|Palmitoylethanolamide,CNR2|GPR119|GPR55,3,CCCCCCCCCCCCCCCC(=O)NCCO,1,BRD-K68095457,palmitoylethanolamide,19,13,CCCCCCCCCCCCCCCC(=O)NCCO,CCCCCCCCCCCCCCCC(=O)NCCO,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2721,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.11325904058379338,0.11325904058379338,0.11325904058379338,2755,0.40249989050668644,0.1959508201924337,0.08334892231059807,0.2418645813964604,2742,"investigational, LINCS"
DB11473,Metrifonate,metrifonate,small molecule,experimental|vet_approved,0,0,"(±)-Trichlorfon|1-Hydroxy-2,2,2-trichloroethylphosphonic acid dimethyl ester|Chlorophos|Methyl chlorophos|Metrifonate|Métrifonate|Metrifonato|Metrifonatum|Trichlorfon",,0,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,1,BRD-A22101059,metrifonate,19,4,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2757,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.11325773015815371,0.11325773015815371,0.11325773015815371,2756,0.402498137832597,0.1959508201924337,0.08334892231059807,0.2418638803268246,2743,LINCS
DB21332,Todralazine,todralazine,small molecule,experimental,0,0,Todralazine,,0,CCOC(=O)NNC1=C2C=CC=CC2=CN=N1,1,BRD-K68553471,todralazine,19,4,CCOC(=O)NNc1nncc2ccccc12,CCOC(=O)NNC1=C2C=CC=CC2=CN=N1,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2777,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.11325773015815371,0.11325773015815371,0.11325773015815371,2757,0.402498137832597,0.1959508201924337,0.08334892231059807,0.2418638803268246,2744,LINCS
DB06266,Lonidamine,lonidamine,small molecule,investigational,0,1,"1-(2,4-dichlorbenzyl)-indazole-3-carboxylic acid|DICA|diclondazolic acid|Doridamina|Lonidamin|lonidamina|Lonidamine|lonidaminum",CFTR|HK1,2,OC(=O)C1=NN(CC2=C(Cl)C=C(Cl)C=C2)C2=C1C=CC=C2,1,BRD-K96670504,lonidamine,19,13,OC(=O)c1nn(Cc2ccc(Cl)c(Cl)c2)c3ccccc13,OC(=O)C1=NN(CC2=C(Cl)C=C(Cl)C=C2)C2=C1C=CC=C2,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2723,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.11319935275222269,0.11319935275222269,0.11319935275222269,2758,0.40242005895220506,0.1959508201924337,0.08334892231059807,0.2418326487746678,2745,"investigational, LINCS"
DB06470,Clomethiazole,clomethiazole,small molecule,investigational,0,1,Clomethiazole|Clomethiazolum|Clometiazol,GABRA1|GABRG3,2,CC1=C(CCCl)SC=N1,1,BRD-K50422030,clomethiazole,19,13,Cc1ncsc1CCCl,CC1=C(CCCl)SC=N1,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2724,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.11319935275222269,0.11319935275222269,0.11319935275222269,2759,0.40242005895220506,0.1959508201924337,0.08334892231059807,0.2418326487746678,2746,"investigational, LINCS"
DB16865,Rosmarinic acid,rosmarinic acid,small molecule,investigational,0,1,Labiatenic acid|Labiatic acid|Rosemary acid|Rosmarinic acid,MCL1|TYR,2,OC(=O)[C@@H](CC1=CC=C(O)C(O)=C1)OC(=O)\C=C\C1=CC=C(O)C(O)=C1,1,BRD-K20313525,rosmarinic-acid,19,13,OC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)\C=C\c1ccc(O)c(O)c1,OC(=O)[C@@H](CC1=CC=C(O)C(O)=C1)OC(=O)\C=C\C1=CC=C(O)C(O)=C1,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2730,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.11319935275222269,0.11319935275222269,0.11319935275222269,2760,0.40242005895220506,0.1959508201924337,0.08334892231059807,0.2418326487746678,2747,"investigational, LINCS"
DB06393,Xaliproden,xaliproden,small molecule,investigational,0,1,Xaliproden,HTR1A,1,FC(F)(F)C1=CC(=CC=C1)C1=CCN(CCC2=CC3=CC=CC=C3C=C2)CC1,1,BRD-K88358234,xaliproden,19,13,FC(F)(F)c1cccc(c1)C1=CCN(CCc2ccc3ccccc3c2)CC1,FC(F)(F)C1=CC(=CC=C1)C1=CCN(CCC2=CC3=CC=CC=C3C=C2)CC1,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2737,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.113139664920652,0.113139664920652,0.113139664920652,2761,0.40234022739772357,0.1959508201924337,0.08334892231059807,0.24180071615287524,2748,"investigational, LINCS"
DB12273,Ecopipam,ecopipam,small molecule,investigational,0,1,Ecopipam,DRD1,1,[H][C@]12CCC3=CC=CC=C3[C@]1([H])C1=CC(O)=C(Cl)C=C1CCN2C,1,BRD-K94270326,ecopipam,19,13,CN1CCc2cc(Cl)c(O)cc2[C@@H]3[C@@H]1CCc4ccccc34,[H][C@]12CCC3=CC=CC=C3[C@]1([H])C1=CC(O)=C(Cl)C=C1CCN2C,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2740,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.113139664920652,0.113139664920652,0.113139664920652,2762,0.40234022739772357,0.1959508201924337,0.08334892231059807,0.24180071615287524,2749,"investigational, LINCS"
DB07118,Hymecromone,hymecromone,small molecule,investigational,0,1,4-methylumbelliferone|himecromona|Hymecromone,ASST,1,CC1=CC(=O)OC2=C1C=CC(O)=C2,1,BRD-K46424862,hymecromone,19,8,Cc1cc(=O)oc2cc(O)ccc12,CC1=CC(=O)OC2=C1C=CC(O)=C2,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2738,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.11312477797197806,0.11312477797197806,0.11312477797197806,2763,0.4023203163333936,0.1959508201924337,0.08334892231059807,0.2417927517271432,2750,"investigational, LINCS"
DB12131,Vinpocetine,vinpocetine,small molecule,investigational,0,1,CERACTIN|ETHYL APOVINCAMIN-22-OATE|Vinpocetina|Vinpocetine,,0,[H][C@]12N3CCC[C@@]1(CC)C=C(N1C4=CC=CC=C4C(CC3)=C21)C(=O)OCC,1,BRD-K53318339,vinpocetine,19,13,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c([C@H]23)n1c1ccccc41,[H][C@]12N3CCC[C@@]1(CC)C=C(N1C4=CC=CC=C4C(CC3)=C21)C(=O)OCC,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2758,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.11307997708908132,0.11307997708908132,0.11307997708908132,2764,0.4022603958432423,0.1959508201924337,0.08334892231059807,0.24176878353108272,2751,"investigational, LINCS"
DB12231,Temefos,temefos,small molecule,investigational,0,1,Diphos|Temefos,,0,COP(=S)(OC)OC1=CC=C(SC2=CC=C(OP(=S)(OC)OC)C=C2)C=C1,1,BRD-K51805276,temefos,19,13,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,COP(=S)(OC)OC1=CC=C(SC2=CC=C(OP(=S)(OC)OC)C=C2)C=C1,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2759,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.11307997708908132,0.11307997708908132,0.11307997708908132,2765,0.4022603958432423,0.1959508201924337,0.08334892231059807,0.24176878353108272,2752,"investigational, LINCS"
DB14152,Ginsenosides,ginsenosides,small molecule,investigational,0,1,Ginseng root-neutral saponins|Ginsenoside|Neutral saponins of panax ginseng root,,0,,1,BRD-A65550283,ginsenoside,19,13,CC(=CCCC(C)(OC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O)C3CCC4(C)C3C(O)CC5C6(C)CCC(OC7OC(CO)C(O)C(O)C7OC8OC(CO)C(O)C(O)C8O)C(C)(C)C6CCC54C)C,CC(=CCCC(C)(OC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O)C3CCC4(C)C3C(O)CC5C6(C)CCC(OC7OC(CO)C(O)C(O)C7OC8OC(CO)C(O)C(O)C8O)C(C)(C)C6CCC54C)C,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2762,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.11307997708908132,0.11307997708908132,0.11307997708908132,2766,0.4022603958432423,0.1959508201924337,0.08334892231059807,0.24176878353108272,2753,"investigational, LINCS"
DB15300,Hydroquinidine,hydroquinidine,small molecule,investigational,0,1,Hydroquinidine,,0,[H][C@@]1(C[C@@H]2CC[N@]1C[C@@H]2CC)[C@@H](O)C1=CC=NC2=CC=C(OC)C=C12,1,BRD-A06390036,hydroquinidine,19,13,CC[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,[H][C@@]1(C[C@@H]2CC[N@]1C[C@@H]2CC)[C@@H](O)C1=CC=NC2=CC=C(OC)C=C12,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2764,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.11307997708908132,0.11307997708908132,0.11307997708908132,2767,0.4022603958432423,0.1959508201924337,0.08334892231059807,0.24176878353108272,2754,"investigational, LINCS"
DB21154,Levcromakalim,levcromakalim,small molecule,investigational,0,1,(-)-cromakalim|Levcromakalim,,0,CC1(C)OC2=C(C=C(C=C2)C#N)[C@H]([C@@H]1O)N1CCCC1=O,1,BRD-K24526313,levcromakalim,19,13,CC1(C)Oc2ccc(cc2[C@H]([C@@H]1O)N1CCCC1=O)C#N,CC1(C)OC2=C(C=C(C=C2)C#N)[C@H]([C@@H]1O)N1CCCC1=O,,0,0.0,0.0,0.4167446115529903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11251169173294855,2776,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.11307997708908132,0.11307997708908132,0.11307997708908132,2768,0.4022603958432423,0.1959508201924337,0.08334892231059807,0.24176878353108272,2755,"investigational, LINCS"
DB01411,Pranlukast,pranlukast,small molecule,investigational,0,1,Pranlukast,CYSLTR1|IL5|MUC2|NFKB1|NFKB2|RNASE3|TNF,7,O=C(NC1=C2OC(=CC(=O)C2=CC=C1)C1=NNN=N1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1,1,BRD-K97045029,pranlukast,4,2,O=C(Nc1cccc2c1oc(cc2=O)-c1nnn[nH]1)c1ccc(OCCCCc2ccccc2)cc1,O=C(NC1=C2OC(=CC(=O)C2=CC=C1)C1=NNN=N1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1,IL5,1,2.9211573407156184,0.02501036970486331,0.22389336442281263,0.22106472945750374,0.14285714285714285,0.14285714285714285,0.031580675636786244,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.12931244163562056,2569,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.128407367844252,0.128407367844252,0.128407367844252,2572,0.42276054466637236,0.22521107459417644,0.08899161877606328,0.24127287057318342,2756,"investigational, LINCS"
DB03758,Radicicol,radicicol,small molecule,experimental,0,0,Monorden,DLAT|HSP90AA1|HSP90AB1|HSP90B1|PDK3|PHOQ,6,C[C@@H]1C[C@H]2O[C@@H]2\C=C/C=C/C(=O)CC2=C(Cl)C(O)=CC(O)=C2C(=O)O1,1,BRD-K33551950,radicicol,18,14,C[C@@H]1C[C@@H]2O[C@H]2\C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,C[C@@H]1C[C@H]2O[C@@H]2\C=C/C=C/C(=O)CC2=C(Cl)C(O)=CC(O)=C2C(=O)O1,,0,0.0,0.0,0.40960905934309494,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11144135890146424,2783,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.11257619865403035,0.11257619865403035,0.11257619865403035,2769,0.4015865999534268,0.1940867241773631,0.081921811868619,0.24041289075115285,2757,LINCS
DB11582,Thiocolchicoside,thiocolchicoside,small molecule,investigational,0,1,TCC|Thiocolchicine 2-glucoside analog|Thiocolchicoside,GABRA1|GABRB2|GABRG2|GLRA1|GLRA2|GLRA3|GLRB|TNFSF11,8,COC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C2CC[C@H](NC(C)=O)C3=CC(=O)C(SC)=CC=C3C2=C1OC,1,BRD-A11605036,thiocolchicoside,18,12,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc3CCC(NC(=O)C)c4cc(=O)c(SC)ccc4-c3c1OC,COC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C2CC[C@H](NC(C)=O)C3=CC(=O)C(SC)=CC=C3C2=C1OC,,0,0.0,0.0,0.40960905934309494,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11144135890146424,2782,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.11248506996101668,0.11248506996101668,0.11248506996101668,2775,0.4014647167315088,0.1940867241773631,0.081921811868619,0.24036413746238566,2758,"investigational, LINCS"
DB07340,Reversine,reversine,small molecule,experimental,0,0,2-(4-morpholinoanilino)-6-cyclohexylaminopurine|Reversine,ADORA3|AURKB|INCENP|MAP2K1,4,C1CCC(CC1)NC1=NC(NC2=CC=C(C=C2)N2CCOCC2)=NC2=C1N=CN2,1,BRD-K77286328,reversine,18,14,C1CCC(CC1)Nc2nc(Nc3ccc(cc3)N4CCOCC4)nc5[nH]cnc25,C1CCC(CC1)NC1=NC(NC2=CC=C(C=C2)N2CCOCC2)=NC2=C1N=CN2,,0,0.0,0.0,0.40960905934309494,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.11144135890146424,2785,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.11245682299088897,0.11245682299088897,0.11245682299088897,2776,0.40142693684446407,0.1940867241773631,0.081921811868619,0.24034902550756776,2759,LINCS
