drugbank_id,drug_name,normalized_name,drug_type,groups,is_approved,is_investigational,synonyms,target_genes,target_gene_count,drugbank_smiles,has_lincs_match,lincs_pert_id,lincs_pert_iname,lincs_signature_count,lincs_cell_count,lincs_canonical_smiles,canonical_smiles,target_overlap_genes,target_overlap_count,target_overlap_weight,target_overlap_norm,lincs_support_norm,approval_bonus,smiles_bonus,pseudo_label_score,pseudo_label_rank,disease_gene_panel_size,disease_gene_panel_top10,label_source,study_objective
DB05773,Trastuzumab emtansine,trastuzumab emtansine,biotech,approved|investigational,1,1,Ado-trastuzumab|Ado-trastuzumab emtansine|T-DM1|TDM1|Trastuzumab emtansine|Trastuzumab-DM1|Trastuzumab-MCC-DM1,ERBB2,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2539,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB06043,Olaratumab,olaratumab,biotech,approved|investigational,1,1,Olaratumab,PDGFRA,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2540,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB06081,Caplacizumab,caplacizumab,biotech,approved|investigational,1,1,Caplacizumab|caplacizumab-yhdp,VWF,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2541,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB06186,Ipilimumab,ipilimumab,biotech,approved|investigational,1,1,Ipilimumab,CTLA4,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2542,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB06205,Hyaluronidase (human recombinant),hyaluronidase human recombinant,biotech,approved|investigational,1,1,"Hyaluronidase (human recombinant)|Hyaluronidase human recombinant|Hyaluronidase recombinant human|hyaluronidase-fihj|hyaluronidase-oysk|hyaluronidase-qvfc|hyaluronidase-zzxf|Hyaluronidase, human|Recombinant human hyaluronidase|Vorhyaluronidase alfa",TGFB1,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2543,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB06219,Dalbavancin,dalbavancin,small molecule,approved|investigational,1,1,Dalbavancin|Dalbavancina,PNLIP,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2544,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB06343,Teprotumumab,teprotumumab,biotech,approved|investigational,1,1,"Immunoglobulin G1, anti-(human insulin-like growth factor I receptor) (human monoclonal heavy chain), disulfide with human monoclonal light chain, dimer|Teprotumumab|teprotumumab-trbw",IGF1R,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2545,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB06366,Pertuzumab,pertuzumab,biotech,approved|investigational,1,1,2C4 Antibody|BCD-178|MOAB 2C4|Monoclonal Antibody 2C4|Pertuzumab|Pertuzumab-dpzb|rhuMAb-2C4|rhuMAb2C4,ERBB2,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2546,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB06643,Denosumab,denosumab,biotech,approved|investigational,1,1,Denosumab|denosumab-bbdz,TNFSF11,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2547,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB06655,Liraglutide,liraglutide,biotech,approved|investigational,1,1,Arg34Lys26-(N-ε-(γ-Glu(N-α-hexadecanoyl)))-GLP-1[7-37]|Liraglutida|Liraglutide|Liraglutide (genetical recombination)|Liraglutide (rDNA origin)|Liraglutide recombinant|Liraglutidum|N²⁶-(hexadecanoyl-gamma-glutamyle)-[34-arginine]GLP-1-(7-37)-peptide|N²⁶-(N-Hexadecanoyl-L-gamma-glutamyl)-[34-L-arginine]glucagon-like peptide 1-(7-37)-peptide,GLP1R,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2548,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB06674,Golimumab,golimumab,biotech,approved|investigational,1,1,Golimumab,TNF,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2549,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB06688,Sipuleucel-T,sipuleucel t,biotech,approved|investigational,1,1,Sipuleucel-T,ACP3,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2550,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB06720,Velaglucerase alfa,velaglucerase alfa,biotech,approved,1,0,GA-GCB|Velaglucerasa alfa|Velaglucerase alfa,GBA1,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2551,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB06752,Chymopapain,chymopapain,biotech,approved|withdrawn,1,0,Chymopapain,PRG2,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2552,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB06754,Danaparoid,danaparoid,small molecule,approved|withdrawn,1,0,Danaparoid,SERPINC1,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2553,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB06759,Fomivirsen,fomivirsen,biotech,approved|withdrawn,1,0,Fomivirsen,UL122,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2554,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB08869,Tesamorelin,tesamorelin,biotech,approved|investigational,1,1,GHRH(1-44)|N-[(3E)-1-oxo-3-hexenyl]Somatoliberin (human pancreatic islet)|Tesamorelin,GHRHR,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2555,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB08870,Brentuximab vedotin,brentuximab vedotin,biotech,approved|investigational,1,1,"Brentuximab vedotin|Brentuximab vedotin brentuximab|Brentuximab vedotina|cAC10-vcMMAE|Moab, chimeric, SGN-30, to CD30 antigen|Monoclonal antibody SGN-30",TNFRSF8,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2556,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB08879,Belimumab,belimumab,biotech,approved|investigational,1,1,Belimumab,TNFSF13B,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2557,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB08894,Peginesatide,peginesatide,biotech,approved|withdrawn,1,0,Hematide|Peginesatide,EPOR,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2558,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB08900,Teduglutide,teduglutide,biotech,approved|investigational,1,1,(Gly2)GLP-2|Glucagon-like peptide II (2-glycine) (human)|Gly(2)-GLP-2|Teduglutida|Teduglutide|Teduglutide [rDNA origin]|Teduglutide Recombinant,GLP2R,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2559,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB08902,Raxibacumab,raxibacumab,biotech,approved|investigational,1,1,PA mAb|Raxibacumab,PAGA,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2560,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB08904,Certolizumab pegol,certolizumab pegol,biotech,approved|investigational,1,1,Certolizumab pegol,TNF,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2561,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09029,Secukinumab,secukinumab,biotech,approved|investigational,1,1,CMAB015|Secukinumab,IL17A,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2562,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09035,Nivolumab,nivolumab,biotech,approved|investigational,1,1,ABP 206|NIVO|Nivolumab,PDCD1,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2563,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09043,Albiglutide,albiglutide,biotech,approved|investigational|withdrawn,1,1,Albiglutida|Albiglutide,GLP1R,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2564,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09045,Dulaglutide,dulaglutide,biotech,approved|investigational,1,1,Dulaglutida|Dulaglutide,GLP1R,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2565,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09046,Metreleptin,metreleptin,biotech,approved|investigational,1,1,Metreleptin|Metreleptina|Métréleptine|Metreleptinum|N-Methionylleptin|r-metHuLeptin,LEPR,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2566,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09057,Anthrax immune globulin human,anthrax immune globulin human,biotech,approved|investigational,1,1,Anthrax immune globulin (human)|Anthrax immune globulin human|Anthrax immunoglobulin (human)|Bacillus anthracis immune globulin human,PAGA,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2567,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09066,Corifollitropin alfa,corifollitropin alfa,biotech,approved|investigational,1,1,Corifolitropina alfa|Corifollitropin alfa|FSH-CTP,FSHR,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2568,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09103,Ancestim,ancestim,biotech,approved|withdrawn,1,0,Ancestim,KIT,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2569,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09107,Methoxy polyethylene glycol-epoetin beta,methoxy polyethylene glycol epoetin beta,biotech,approved|investigational,1,1,CERA|Pegzerepoetin alfa,EPOR,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2570,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09108,Simoctocog alfa,simoctocog alfa,biotech,approved,1,0,Simoctocog alfa,VWF,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2571,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09122,Peginterferon beta-1a,peginterferon beta 1a,biotech,approved|investigational,1,1,PEG IFN-beta-1a|Peginterferon beta-1a|Polyethylene glycol-interferon beta-1a,IFNAR1,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2572,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09126,Chorionic Gonadotropin (Human),chorionic gonadotropin human,biotech,approved|investigational|vet_approved,1,1,"Chorionic gonadotrophin|Chorionic gonadotropin|Chorionic Gonadotropin (Human)|Gonadotropin, Chorionic|Gonadotropin,chorionic|h-HCG|hCG|Human chorionic gonadotropin|Human menopausal gonadotropin|Human menopausal gonadotropin (urine derived)|Human-chorionic gonadotropin|Urinary hCG",LHCGR,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2573,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09265,Lixisenatide,lixisenatide,biotech,approved|investigational,1,1,des-38-proline-exendine-4 (Heloderma suspectum)-(1-39)-peptidylpenta-L-lysyl-L-lysinamide|DesPro38Exendin-4(1-39)-Lys6-NH2|Lixisenatida|Lixisenatide|Lixisénatide,GLP1R,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2574,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09266,Technetium Tc-99m tilmanocept,technetium tc 99m tilmanocept,small molecule,approved,1,0,Technetium (99mTc) tilmanocept|Technetium Tc 99m Tilmanocept|Technetium Tc-99m tilmanocept|Technetium Tc99 tilmanocept,MRC1,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2575,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09302,Alirocumab,alirocumab,biotech,approved|investigational,1,1,Alirocumab,PCSK9,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2576,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09303,Evolocumab,evolocumab,biotech,approved|investigational,1,1,Evolocumab,PCSK9,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2577,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09310,Catridecacog,catridecacog,biotech,approved,1,0,"Blood Coagulation Factor XIII  (Synthetic Human A-Chain Precursor)|Catridecacog|Coagulation Factor XIII A-Subunit (recombinant)|Factor XIII A-Subunit (Recombinant)|Human Factor XIII (A2) homodimer (allele F13A*1B), recombinant DNA origin|Recombinant Coagulation Factor XIII",F13B,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2578,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09317,"Synthetic Conjugated Estrogens, A",synthetic conjugated estrogens a,small molecule,approved,1,0,"Estrogens, Conjugated Synthetic A|Synthetic Conjugated Estrogens, A",ESR1,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2579,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09318,"Synthetic Conjugated Estrogens, B",synthetic conjugated estrogens b,small molecule,approved,1,0,"Estrogens, Conjugated Synthetic B|Synthetic Conjugated Estrogens, B",ESR1,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2580,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09329,"Antihemophilic factor (recombinant), PEGylated",antihemophilic factor recombinant pegylated,biotech,approved|investigational,1,1,"Antihemophilic Factor (Recombinant), PEGylated|antihemophilic factor (recombinant), PEGylated-aucl",VWF,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2581,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09331,Daratumumab,daratumumab,biotech,approved|investigational,1,1,Daratumumab|Daratumumab-fihj,CD38,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2582,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09334,Seractide acetate,seractide acetate,biotech,approved,1,0,Seractide acetate,MC2R,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2583,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09422,Soybean oil,soybean oil,biotech,approved|investigational,1,1,"Dolichos soja seed oil|Glycine angustifolia seed oil|Glycine gracilis seed oil|Glycine hispida seed oil|Oils, soybean|Phalseolus max seed oil|Phaseolus max seed oil|Soja angustifolia seed oil|Soja hispida seed oil|Soja japonica seed oil|Soja max seed oil|Soja soja seed oil|Soja viridis seed oil|Soya bean seed oil|Soya oil|Soybean oil|Soybean seed oil",PPARA,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2584,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09539,Omega-3-acid ethyl esters,omega 3 acid ethyl esters,small molecule,approved|investigational,1,1,omega-3 acid ethyl esters|Omega-3 fatty acid ethyl esters|Omega-3-acid ethyl esters,SREBF1,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2585,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09559,Necitumumab,necitumumab,biotech,approved|investigational,1,1,Necitumumab,EGFR,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2586,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB11059,Carboxymethylcellulose,carboxymethylcellulose,small molecule,approved|investigational,1,1,"Carbose|Carboxymethyl cellulose|Carboxymethylcellulose|Carmellose|Carmelosa|Cellulose carboxymethyl ether|Cellulose gum|Cellulose, carboxymethyl ether|Thylose",SLC2A1,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2587,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB11075,Hypromellose,hypromellose,small molecule,approved,1,0,"Cellulose hydroxypropyl methyl ether|Cellulose, 2-hydroxypropyl methyl ether|Hipromelosa|hydroxy propyl methyl cellulose|Hydroxypropyl Methyl Cellulose|hydroxypropyl methylcellulose|Hydroxypropyl methylcellulose 2208|Hydroxypropyl methylcellulose 2910|Hydroxypropyl methylcellulose 4000|Hydroxypropyl methylcelluloses|Hydroxypropylmethylcellulose|Hypromellose|Hypromelloses",EPCAM,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2588,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB11087,Pyrethrum extract,pyrethrum extract,biotech,approved|investigational,1,1,"Allergenic extract, pyrethrum|Chrysanthemum cinerariifolium pyrethrins extract|Pyrethrins|Pyrethrins and pyrethroids|Pyrethrins component of rid mousse|Pyrethrum|Pyrethrum extract|Pyrethrum oleo resin|Pyrethrum oleoresin|Rid mousse component pyrethrins|Tanacetum cinerariifolium pyrethrins extract",NR1I2,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2589,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB11120,Turpentine,turpentine,small molecule,approved,1,0,Gum turpentine|Spirits of gum turpentine|Turpentine (gum)|Turpentine gum,MAPK1,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2590,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB11131,Capsicum oleoresin,capsicum oleoresin,biotech,approved|investigational,1,1,Capsaicin oleoresin|Capsicum annuum resin|Capsicum capsicum resin|Capsicum longum resin|Capsicum oleoresin|Cayenne pepper resin|Chili oleoresin|Oleoresin capsicum|Oleoresins of capsicum,TRPV1,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2591,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB11193,Papain,papain,biotech,approved|withdrawn,1,0,Papain|Papaína,TLR4,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2592,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB11569,Ixekizumab,ixekizumab,biotech,approved|investigational,1,1,Ixekizumab,IL17A,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2593,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB11580,Ravulizumab,ravulizumab,biotech,approved|investigational,1,1,Ravulizumab|ravulizumab-cwvz,C5,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2594,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB11588,Carbon monoxide,carbon monoxide,small molecule,approved|investigational,1,1,Carbon monoxide|carbon(II) oxide|Carboneum oxygenisatum|CO,MB,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2595,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB11595,Atezolizumab,atezolizumab,biotech,approved|investigational,1,1,Atezo|Atezolizumab,CD274,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2596,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB11597,Human Rho(D) immune globulin,human rho d immune globulin,biotech,approved,1,0,"Anti-D (RH) immunoglobulin (human)|Anti-D immunoglobulin|Anti-D immunoglobulins|Human anti-D immunoglobulin|Human Rho(D) immune globulin|IGG, Rho (D)|Immunoglobulin human anti-RH|Rh0(D) Immune Globulin Intravenous (Human)|Rho (D) immune globulin,human|Rho D immune globulin human|Rho(D) immune globulin (human)|Rho(D) immune globulin human|Rho(D) immune globulin IM human",RHD,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2597,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB11598,Antithrombin III human,antithrombin iii human,biotech,approved|investigational,1,1,"Antithrombin III|Antithrombin III (human)|Antithrombin III (human) concentrate IV|Antithrombin III human|Antithrombin III human plasma-derived|Antithrombin III, human|Antithrombin III,human|Antithrombin-III|Antitrombina III|AT-III|Heparin cofactor B",SERPINC1,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2598,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB11601,Tuberculin purified protein derivative,tuberculin purified protein derivative,biotech,approved|investigational,1,1,"Mycobacterium tuberculosis purified protein derivative|Purified protein derivative of tuberculin|Tuberculin PPD|Tuberculin purified protein derivative|Tuberculin, purified protein derivative|Tuberculin,purified protein derivative|Tuberculina PPD|Tuberculinum",TLR2,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2599,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB11603,"Rabies immune globulin, human",rabies immune globulin human,biotech,approved,1,0,"Human rabies virus immune globulin|Rabies immune globulin|Rabies immune globulin (human)|Rabies immune globulin human|Rabies immune globulin, human|Rabies immune globulin,human|Rabies immunoglobulin (human)|Rabies immunoglobulins",G,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2600,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB11604,"Tetanus immune globulin, human",tetanus immune globulin human,biotech,approved|investigational,1,1,"Human clostridium tetani immune globulin|Human clostridium tetani toxoid immune globulin|Tetanus immune globulin human|Tetanus immune globulin, human|Tetanus immune globulin,human|Tetanus immunoglobulin|Tetanus immunoglobulin (human)",TETX,1,,0,,,0,0,,,,0,0.0,0.0,0.0,1.0,0.0,0.15,2601,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
